id,title,category,content_type,date,date_precision,minutes,file,source_file,source_epub,source_epub_sha256,non_ws_chars,cjk_chars,image_count,image_alts,excerpt,legacy_v3_ids,update_status,source_body_sha256,markdown_file_sha256,markdown_body_cjk_similarity,heading_count_source,table_count_source,chart_table_count_source
055,展望2016年中国经济可能面临的风险,流动性、利率与汇率,analysis,2016-01-23,day,5,02_markdown_articles/055_2016-01-23_展望2016年中国经济可能面临的风险.md,OEBPS/text/article-055-analysis-2016-01-23-cf40-2217.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3163,2546,9,图1 中国出口量实际同比，% | 图2 全球出口实际增速，% | 图3 中国和全球出口量增速，% | 图4 对华进口变化和人民币汇率 | 图5 广义财政支出同比 | 图6 一般公共财政支出和其他支出同比 | 图7 上市房地产企业存货水平 | 图8 新开工与销售面积之差 | 图9 房地产存货水平,提要：继续关注汇率高估、财政收缩和房地产去库存三方面因素对2016年经济增长的不利影响。首先，人民币汇率高估对出口活动形成的抑制，加剧了经济困难。811以来，人民币有所贬值，但高估问题还没有完全解决。第二，2014年...,,new_in_v4,01118239c6504b984310adb49f06b750e798e8190947865f52c33cd0e9473a14,80c8e9ea4acec77d497e94bcd85861bfe42ad1028da47ec21d6e46244ba41258,1.00000000,0,0,0
056,货币剪刀差背后的秘密,流动性、利率与汇率,analysis,2016-08-11,day,13,02_markdown_articles/056_2016-08-11_货币剪刀差背后的秘密.md,OEBPS/text/article-056-analysis-2016-08-11-1xw3jws.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,6184,4988,12,图1：M1 同比增速劲升（%） | 图2：准货币细项（企事业单位定期存款、住户存款、其他存款）同比 | 图3：M1 与M2 增速的背离 | 图4：企业活期存款和居民活期存款同步增长 | 图5：M1 同比与GDP 名义同比（%） | 图6：证券市场交易结算资金余额 | 图7：商品房销售额当季同比（%） | 图8：银行定期（3 个月）与活期存款利率差（%） | 图9：理财预期收益率与定存利率的差（%） | 图10：银行理财产品余额及同比增速 | 图11：债券和公募基金份额 | 图12：资本流入占名义GDP 的比重（%）,过去一年多，实体部门活期存款增速攀升、定期存款增速回落、M1与M2增速差显著扩大并接近历史最高水平，引起各方普遍的关注和讨论。,061,retained_exact,c65954a70e8c078aca4f66387c19a36bb41660c3561361334fee6933d58ed041,c4dfd9e4aa3faf0e0a5348995fef62fcc889074a091452610c6e440945050acb,1.00000000,0,13,12
057,做空成本攀升 离岸人民币短线走强,流动性、利率与汇率,analysis,2017-01-10,day,4,02_markdown_articles/057_2017-01-10_做空成本攀升_离岸人民币短线走强.md,OEBPS/text/article-057-analysis-2017-01-10-oi5ohh.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,2515,2118,0,,离岸人民币供应持续收紧，做空人民币成本攀升，致使1月4-5日香港离岸人民币对美元大涨。短期之内，离岸做空情绪或有缓解，但中期之内，考虑到美国经济动能和就业市场稳健，考虑到更积极财政政策和更快节奏加息的可能性，强势美元...,065,retained_exact,c5df160c25abbfd15fbbdd61ed6411493d396def702f7a20e91a5a69302597a0,39c30d3a242e5bc6841cd2f027765b70b51f3a5445452ddfdf7ac0ff3797d8ae,1.00000000,5,0,0
058,政策利率上调 货币政策趋紧,流动性、利率与汇率,analysis,2017-02-08,day,5,02_markdown_articles/058_2017-02-08_政策利率上调_货币政策趋紧.md,OEBPS/text/article-058-analysis-2017-02-08-ped4oo.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3380,2791,0,,从近期中央银行的一系列政策操作和对外表态来看，货币政策正在逐步收紧，其目的在于纠正2015年以来货币政策在操作上过于宽松的局面，促进防泡沫、去杠杆等重要目标。短期回购等政策利率的目标水平尚不清晰，一个猜测是，政策当局...,066,retained_exact,4793563b2ea2dba4508dd1199e9289d5787704b1bd8b65aef6cbb5c5a8476800,f37311892ad82f5c1bbe5f124a12d9917a3b5b2c386195e5361d742b63ab5431,1.00000000,5,0,0
059,影子体系资金从“脱实向虚”到“脱虚向实”,流动性、利率与汇率,analysis,2017-07-10,day,9,02_markdown_articles/059_2017-07-10_影子体系资金从“脱实向虚”到“脱虚向实”.md,OEBPS/text/article-059-analysis-2017-07-10-1wa6qd7.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,5724,4977,0,,——《大浪淘沙》2017年中期策略会报告（二）,072,retained_exact,7a306694b4ee80680d7e0bc6f4103d902f714e1878405c9fbbbfae079e08a838,6494ba718a6386a2f4344927f7a1aeed610e4431df21a6e5a220429177657487,1.00000000,8,0,0
060,金融去杠杆对实体经济的冲击,流动性、利率与汇率,analysis,2017-07-29,day,8,02_markdown_articles/060_2017-07-29_金融去杠杆对实体经济的冲击.md,OEBPS/text/article-060-analysis-2017-07-29-cf40-2593.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,5089,4335,14,图1 银行间质押式回购利率：7天（MA5） | 图2 银行间债券到期收益率：国开债和AA+中票 | 图3 票据直贴利率（%） | 图4 金融机构加权贷款利率（%） | 图5 新增社融占GDP的比重 | 图6 社会融资规模余额同比（%） | 图7 工业增加值当月同比（%） | 图8 民间固定资产投资当季同比（%） | 图9 实际进出口同比（%） | 图10 钢材产量同比（%） | 图11 水泥产量同比（%） | 图12 房地产开发投资当季同比（%） | 图13 基础设施建设类投资当季同比（%） | 图14 公共财政支出与政府性基金支出同比（%）,与金融去杠杆相联系的银行间市场利率大幅上升对实体经济的影响，是前期市场关注的一个热点问题。对这一问题的研究以银行间债券市场利率的大幅上升在金融市场的全面扩散为起点，以其对实体经济的需求变化及对工业生产所可能产生的影响...,,new_in_v4,088bb5e854aa53690e0c517594c63293bf08f0a733e3e73b20d6acc3f26361b2,bae78324dc81614792481197f762b1d97a9e55ae4f2baad71dcb820d8e8c98e6,1.00000000,0,0,0
061,供应受限量跌价升 旺季需求有待检验,流动性、利率与汇率,analysis,2017-09-21,day,6,02_markdown_articles/061_2017-09-21_供应受限量跌价升_旺季需求有待检验.md,OEBPS/text/article-061-analysis-2017-09-21-1x1xhed.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3775,3309,0,,8月工增同比6%，较7月回落0.4个百分点，低于市场普遍预期，采掘和公用事业是主要拖累，制造业增速大体持平。,075,retained_exact,0a5e50f1b3a24c87349620f8fe73ff7efb0e2e2ab7b573f099654139f425fbea,c4dc9dd49ba87af4dcad3ce3f7b7713a886762791dbfcc8bd5ccc0eb4883eea2,1.00000000,4,0,0
062,我对“将央行发行货币视为股权”这一理论的思考,流动性、利率与汇率,analysis,2017-11-16,day,3,02_markdown_articles/062_2017-11-16_我对“将央行发行货币视为股权”这一理论的思考.md,OEBPS/text/article-062-analysis-2017-11-16-cf40-2675.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,1634,1482,0,,把货币看成权益而不是看成负债，跟传统的观点相比毫无疑问是一种非常与众不同且具有启发性的想法。从公司金融的角度去提出基本框架和分析思路，去观察国家的资本结构，似乎也是顺理成章的。以下是我的思考：,,new_in_v4,a0d822dd9d250272287282ebac414ced462886b9e4e47009beb23d23f7ca0464,5b8de715134ab2572ecaacc601f1396cade3730d5eb59bf7e788d040314051de,1.00000000,0,0,0
063,真正的汇率市场化是最安全的堤坝,流动性、利率与汇率,analysis,2018-03-07,day,4,02_markdown_articles/063_2018-03-07_真正的汇率市场化是最安全的堤坝.md,OEBPS/text/article-063-analysis-2018-03-07-cf40-2760.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,2430,2206,0,,尽管在一些时候外汇储备不发生变动，央行看上去不对外汇市场交易做任何干预，但并不意味着央行对外汇市场不产生影响。央行拥有海量外汇储备，可以发行货币，还可以随时改变交易规则和管理制度，同时还能看透交易商的底牌，堪称外汇交...,,new_in_v4,12f6913aff6455bc51b1f7a25ec24943decde7b184a12d276fc2cbb34bf30ba7,de68880e26151ae29702102b7db0e1f1f199488ee38f4e0e987921390387c63e,1.00000000,0,0,0
064,出台救济政策比刺激政策更为紧迫,流动性、利率与汇率,analysis,2020-04-05,day,5,02_markdown_articles/064_2020-04-05_出台救济政策比刺激政策更为紧迫.md,OEBPS/text/article-064-analysis-2020-04-05-cf40-3328.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3092,2813,0,,我主要围绕疫情导致的美元流动性危机及中国不同应对措施的得失利弊补充一些想法。,,new_in_v4,30a450f5e09508e851f78bd91940b87b84ca794f425d1b26064e30b9f3203585,ba07408b99b908671686ccb05d2ee808e19e5b57857355437fa599ff8c12e620,1.00000000,0,0,0
065,分析人民币汇率要避免的几个误区,流动性、利率与汇率,analysis,2020-11-07,day,3,02_markdown_articles/065_2020-11-07_分析人民币汇率要避免的几个误区.md,OEBPS/text/article-065-analysis-2020-11-07-cf40-3610.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,1634,1474,0,,最近一两个月，人民币汇率波动引起密切关注。对于汇率分析，我提几点建议。,,new_in_v4,f7652863fc588a646042a9ac9a2239e62d3d4b279bdd83371c93afd1fc2351c2,47e9488c27a293200bdf1a8c73e2738e19c8155e9c1a5569ed13d45486c2f403,1.00000000,0,0,0
066,走向2035的中国经济,流动性、利率与汇率,analysis,2021-02-10,day,10,02_markdown_articles/066_2021-02-10_走向2035的中国经济.md,OEBPS/text/article-066-analysis-2021-02-10-cf40-3694.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,6336,5445,8,图1：转型中的实际GDP增速（%） | 图2 高收入国家人均国民收入门槛（美元） | 图3 高收入标准推测值 | 图3 高收入标准推测值 | 图4 各宗教文化经济体　GDP潜在实际增速（HP滤波） | 图5 转型中的实际有效汇率 | 图6 转型中的制造业实际工资 | 图7 转型中的实际有效汇率\*制造业实际工资,之所以选择展望2035年的中国经济，一个重要的原因在于我国正处于21世纪第三个十年的起点上，而21世纪第三个十年对中国的改革开放和经济社会发展都具有极其重要的转折性意义。这种意义主要体现在以下三个方面：,,new_in_v4,e7a3b9beb97885867428144e0e38557e169445270637701e0a608e560184376a,4f1204b9a6532ded10d71a738d9136470935f1b69e6b89bcf817760b4dcb7922,1.00000000,0,0,0
067,当前金融市场调整或于7月前结束　短期波动背后的若干事实值得注意,流动性、利率与汇率,analysis,2021-03-10,day,7,02_markdown_articles/067_2021-03-10_当前金融市场调整或于7月前结束_短期波动背后的若干事实值得注意.md,OEBPS/text/article-067-analysis-2021-03-10-cf40-3709.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,4664,4181,0,,我想补充的第一个事实是，美债收益率的上升并非独立现象，而是在全球主要经济体长端债券收益率普遍上升的背景下出现的。,,new_in_v4,74f5b621651a2cd7d06eb957327b38c5964cea3310fca3cd2a2329927c02e466,207705f690127725a579f27925c53b54734099c1f2d166ec868a2a1f52b9652c,1.00000000,0,0,0
068,对近期经济金融形势的观察与研判,流动性、利率与汇率,analysis,2022-05-31,day,4,02_markdown_articles/068_2022-05-31_对近期经济金融形势的观察与研判.md,OEBPS/text/article-068-analysis-2022-05-31-cf40-4048.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,2465,2185,0,,首先分享下我对全球长期国债利率、各国汇率、主要权益市场指数的观察，并重点分析我国金融市场在过去几个月的表现。,,new_in_v4,7621fdf86ea01e6f534c1e5789ccde899414296170b0e5ba8c34e3cdb076c1b4,6bf3b9ad148822eda5070468ae9c7ebf6160b0d3a1b18f5ef2f1fa3800d3e5ce,1.00000000,0,0,0
069,事情正在起变化,资本市场与金融风险,analysis,2010-12-14,day,3,02_markdown_articles/069_2010-12-14_事情正在起变化.md,OEBPS/text/article-069-analysis-2010-12-14-cf40-525.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,1424,1265,0,,信贷紧缩预期同样压制了股票估值的上行空间，未来会有结构性的机会，但出现趋势性行情的概率较低。,,new_in_v4,3ebabb75360edd27a83c22b5ee1108a5336f4db70c496ea537e1c104da917df8,a7e6c0fad4cd76cd628fa643a19c08fbd9adccf3b12ef7bab196905fe282aa53,1.00000000,0,0,0
070,资产重估理论概述之三：资产配置优化——实体经济与金融市场的共同调整,资本市场与金融风险,analysis,2011-12-08,day,4,02_markdown_articles/070_2011-12-08_资产重估理论概述之三_资产配置优化——实体经济与金融市场的共同调整.md,OEBPS/text/article-070-analysis-2011-12-08-w0p4t8.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,2727,2502,0,,资产配置优化：实体经济与金融市场的共同调整,028,retained_exact,0744aa0dd4d8020123a836126035d8d7f6626545aac32665e6ad50ca182abd41,9a947128b07e2d24057d3be9dfd0f40bb2d27bf10f3250089ce1a54e8cc9c599,1.00000000,3,0,0
071,向死而生,资本市场与金融风险,analysis,2011-12-15,day,16,02_markdown_articles/071_2011-12-15_向死而生.md,OEBPS/text/article-071-analysis-2011-12-15-1bxk9k7.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,9197,8114,17,图1：OECD 工业生产和综合领先指标同比（%） | 图2：中国出口名义和实际增速（%） | 图3：中国和美国生产者价格同比（%） | 图4：中国外汇占款月度增量（亿人民币） | 图5：中国房地产开发投资同比（%） | 图6：中国粗钢和水泥产量同比（%） | 图7：名义和实际社会消费品零售增速季度同比（%） | 图8：电力、铁路和公路投资同比（%） | 图9：制造业固定资产投资同比（%） | 图10：东部和中西部地区工业增速（%） | 图11：分行业固定资产投资增速的比较（%） | 图12：金融机构人民币贷款加权平均利率（%） | 图13：加权贷款利率较基准利率上浮 | 图14：十年期国债收益率（月均，%） | 图15：票据直贴利率：6 个月（日度，%） | 图16：中国短期和中长期贷款增速（%） | 图17：名义GDP 增速（季度，%）,欧债危机和全球经济的减速、房地产投资的快速下降、企业盈利的恶化，以及短期内的存货调整正在推动经济较快下行。在1-2年的跨度内，可以支持经济逐步稳定下来的因素包括：政府基建投资的重新上升（主要是在建和续建项目），消费企...,030,retained_exact,4765b9c1f7a6141a39dea5dfe368227618aacd16f6194272f8f3d96cb65ba82a,9c95162a09d2d09eb203edafe6656c781a170d42ca67dad17a38bcd2c269eb4d,1.00000000,0,17,17
072,货币政策扩张与资产价格重估——资产重估理论之五,资本市场与金融风险,analysis,2012-07-13,day,6,02_markdown_articles/072_2012-07-13_货币政策扩张与资产价格重估——资产重估理论之五.md,OEBPS/text/article-072-analysis-2012-07-13-t5sgzj.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3549,3084,0,,在资产重估理论之四中，我们以2005-2007年期间的案例为基础，讨论了实体经济领域的总供应扩张在大类资产市场上形成的影响，并与期间的经验证据进行了比对。本文以2009年年初到2010年年中的案例为基础，兼顾其他一些...,034,retained_exact,0c03cb837c683018ff98b7b4da571bd52cc3b67c489e6264374770f5293b826f,46691075b6684386b416e2444aeb232cb31c02491494f9b553364c96cb07f4e3,1.00000000,3,0,0
073,影子银行和壳价值,资本市场与金融风险,analysis,2013-01-23,day,1,02_markdown_articles/073_2013-01-23_影子银行和壳价值.md,OEBPS/text/article-073-analysis-2013-01-23-cf40-1182.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,213,199,0,,摘要：外汇占款投放趋势性下降到非常低的水平，再加上对商业银行存贷比等监管约束的加强，这两方面的因素在过去两年里同时发生，系统性地抑制了中国银行体系的货币供应能力。这一方面造成了中国利率波动中枢的普遍抬升；另一方面也刺...,,new_in_v4,f1939e789e2315f5664891812a33ce56850e22c4df2c06d2bd944f22e394186b,799877ef7187508813597477784c2d70f95ac9a288a822bb8c066ffe9584e141,1.00000000,0,0,0
074,关于近期货币市场利率飙升影响的看法,资本市场与金融风险,analysis,2013-06-23,day,6,02_markdown_articles/074_2013-06-23_关于近期货币市场利率飙升影响的看法.md,OEBPS/text/article-074-analysis-2013-06-23-1ffp2x3.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,2401,2215,0,,我们认为近期银行间市场短期利率大幅度飙升的影响可以概括为三波冲击。第一波冲击是银行间资金的极度紧张，这在过去一周已经发生，未来还会持续一段时间，但最坏的时候可能已经过去。第二波是影子银行体系面临的冲击，表现为票据和理...,038;039,consolidated_from_v3,4384674b7045c238f85e715c2fb135199ea9fc0a911774debe24d4ec23a26920,f036ce52360a972c3a761ada4f063a97556f47686eb536a8e6bf84c5c558d511,1.00000000,0,0,0
075,债务危机有多远？,资本市场与金融风险,analysis,2014-01-12,day,15,02_markdown_articles/075_2014-01-12_债务危机有多远.md,OEBPS/text/article-075-analysis-2014-01-12-1olyata.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,10166,8387,0,,2013年6月银行间爆发了异常严重的钱荒，10月债券收益率出现第二轮大幅度的抬升。市场重新开始关心，债务问题有多严重，在利率不断走高的环境下，我们距离一场债务危机有多远？,044,retained_exact,4a0838157679cada0efead833529344e25deea0fa0f2b1b7f2ef8fe114c6fa98,b44d956c5c9dcb2c2eb13b20282773ba74697ac997c832255c54651b1615be34,1.00000000,6,0,0
076,星星之火,资本市场与金融风险,analysis,2014-01-23,day,11,02_markdown_articles/076_2014-01-23_星星之火.md,OEBPS/text/article-076-analysis-2014-01-23-19q2ojg.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,7666,6798,0,,星星之火有两个方面的含义：长期内新的希望正在孕育，星星之火依稀在远处闪耀；但在短期从经济到市场仍然存在着较多的困难、问题和风险。我们也许正在接近一个长期黑暗隧道的尽头，但是仍然需要再多等待一点时间。,045,retained_exact,f4e2f50e75ff20b566a88c3b48e6d45ad0b107d600c2d97d14d6782438832c6e,afd87138e8f23c607017f1ed367cdc788343d6b3e6e6755519528e62fc14b26d,1.00000000,14,0,0
077,中国经济和资产价格,资本市场与金融风险,analysis,2014-05-17,day,4,02_markdown_articles/077_2014-05-17_中国经济和资产价格.md,OEBPS/text/article-077-analysis-2014-05-17-cf40-1666.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,2486,2155,0,,"提要：2007年后中国经济处在波动下行的趋势之中,企业盈利能力目前也处于低位。除了受全球经济低迷的影响之外，2008年后的过度刺激和经济过热的后遗症也是抑制中国经济增长的重要原因。",,new_in_v4,97505d557432291854758ca99a85dd2fdd8b931d2d1e7cb2e4e37105aeef943f,410528e4d078c72025ae2a77a89a65d4ae318e66acbd9d3016a1dd4a7fbaf75c,1.00000000,0,0,0
078,牛市有多远,资本市场与金融风险,analysis,2014-08-06,day,8,02_markdown_articles/078_2014-08-06_牛市有多远.md,OEBPS/text/article-078-analysis-2014-08-06-8obrb8.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3186,2893,0,,本文是我们8月6日宏观电话视频会议的记录全文，主要内容包括：,050,retained_exact,199c1d496209e74fbf9fcba9632c8adc1d854167d7ed9c928708da026152ebba,fb05859834044f2e218f39ef4b2abed2bda79d2e3bd3e269c0dd116aeee174ad,1.00000000,0,0,0
079,见龙在田,资本市场与金融风险,analysis,2014-12-25,day,26,02_markdown_articles/079_2014-12-25_见龙在田.md,OEBPS/text/article-079-analysis-2014-12-25-16gb0ew.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,15858,13753,20,图表 | 图表 | 图表 | 图1：工业增加值当月同比（%） | 图2：中国PPI 和调整后的PPI 环比（%） | 图3：上市公司销售净利率（%） | 图4：上市公司销售净利率（%） | 图5：30 大中城市商品房销售面积（万平方米） | 图6：商品房销售面积和房地产开发投资当季同比（%） | 图7：财政支出同比增速MA3（%） | 图8：标普(扣除通胀)和大宗商品涨幅，% | 图9：5年期中票与同期限国开债利差，% | 图10：加权贷款利率，% | 图11：贷款类信托预期收益率，% | 图12：个人住房贷款加权平均利率，% | 图13：银行理财预期收益率，1周和2周（%） | 图14：银行保本理财预期收益率，% | 图15：1年和5年的国开债，% | 图16：贷款与其他融资余额同比，% | 图17：恒生AH股溢价指数，%,本文首先回顾了过去一年多以来我们对经济和市场的看法及其演变，即在2013年底我们认为市场接近黑暗隧道的尽头，但可能还有最后一跌，到今年6月份认为市场可能面临着熊去牛来的转折，再到8月初进一步提出“三级火箭”的比喻来描...,052;053,consolidated_from_v3,75a3197e9036dc932055a270162ba8f1930ef178a5dabea6f23e934c5ed15809,e382a44c71d42c1329d6a7cc241881797debda8613000ab15eae97bd95ad1349,1.00000000,18,19,17
080,资本市场向何处去,资本市场与金融风险,analysis,2015-06-01,day,6,02_markdown_articles/080_2015-06-01_资本市场向何处去.md,OEBPS/text/article-080-analysis-2015-06-01-1hir3om.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3989,3511,0,,根据 2015 年 5 月 20 日晚演讲内容整理,054,retained_revised,d70aa5d7536cb7ce703dbb00716c48c329c3cc56641699a88d9284de9c2cb58a,b59701a09fa552ca63c4d391ef4b7b7019adc990fca5e91f01cd4402d0817a32,1.00000000,0,0,0
081,日乾夕惕,资本市场与金融风险,analysis,2015-07-02,day,22,02_markdown_articles/081_2015-07-02_日乾夕惕.md,OEBPS/text/article-081-analysis-2015-07-02-1i64yjn.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,13126,11406,22,图1：恒生AH 溢价指数（%） | 图2：AH 溢价-整体AH 股（%） | 图3：AH 溢价-金融石油石化以外的其他股票（%） | 图4：沪港通资金流向：北上资金减去南下资金，周度频率（亿人民币） | 图5：孟买指数 | 图6：印度五年期主权债CDS 费率（BP） | 图7：印度卢比对美元vs 新兴市场汇率指数（2012 年1 月1 日=100） | 图8：印度的资本流动（百万美元） | 图9：印度的经济增长（%） | 图10：三中全会决议公布后的人民币汇率 | 图11：三中全会决议公布后的中国主权债5 年期CDS 费率（BP） | 图12：中国主权债5 年期CDS 费率（BP） | 图13：季度热钱占GDP 比例（TTM） | 图14：中证全指 | 图15：加权贷款利率（%） | 图16：融资买入占市场成交额比重（%） | 图17：融资融券利率费率（%） | 图18：分级A 平均约定收益率和隐含收益率 | 图19：分级基金份额及占全部基金份额比重（亿，%） | 图20：广义财政支出增速（%） | 图21：餐饮收入同比增速与社会消费品零售同比增速（%） | 图22：住宿餐饮业和其他服务业工资增速（%）,本文根据作者在6月25日安信证券半年度策略会上的演讲整理形成，补充了数据和图表，并根据最新的市场变化所暴露出来的问题调整和完善了有关部分的内容。,055,retained_exact,7b943c4e7fe41c023947c4a9cea7b4620462a1088eb1c61af77d7905eb7aabcf,1e38c8cf20835f6a40344ecbcf7c152b0c02a9afc1a0af7a88abe71c03ade6de,1.00000000,22,22,22
082,关于股灾、杠杆与流动性的反思,资本市场与金融风险,commentary,2015-07-24,day,7,02_markdown_articles/082_2015-07-24_关于股灾、杠杆与流动性的反思.md,OEBPS/text/article-082-commentary-2015-07-24-2he5hh.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,4503,3765,0,,随着股灾逐步平息下来，人们的注意力开始转向对事情的反思，以亡羊补牢，吸取教训。客观地说，造成这次股灾的原因十分复杂，但杠杆与流动性无疑是其中非常关键的问题。,014,retained_exact,0e2e306da20d85fa894ab65fb3e68644734b813cfb755db188a3d941de493918,6e483d1fca3f8ade8e01b3c1572d0ee9ddf661c5d6eae8a87aeff22b36f9ec93,1.00000000,0,1,0
083,股市震荡之后值得深思的三个问题,资本市场与金融风险,commentary,2015-08-09,day,6,02_markdown_articles/083_2015-08-09_股市震荡之后值得深思的三个问题.md,OEBPS/text/article-083-commentary-2015-08-09-1lqohk2.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3812,3483,0,,提要：在信息技术时代，以银行为中介的融资体系与技术发展越来越不兼容，中国需要一个以市场化为导向的高度发达的资本市场。发达的资本市场需要具备两个核心要素，政府对市场奉行自由放任的管理理念以及契约至上的精神，而中国当前则...,015,retained_exact,3db9de2b448b9904297e152c6cd67ab9f84a4b39940b35c49cf0f9c098b54b3f,86ba68b1ae0485706cf504d60195aab6caf7769f0587710e895979b12f16b671,1.00000000,0,0,0
084,关于股灾与资本市场制度建设的讨论（上）,资本市场与金融风险,commentary,2015-08-15,day,22,02_markdown_articles/084_2015-08-15_关于股灾与资本市场制度建设的讨论(上).md,OEBPS/text/article-084-commentary-2015-08-15-okmyr0.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,14860,13074,0,,2015年8月15日上午，根据北京大学金融校友联合会的提议和安排，在北京大学上海金融家俱乐部的组织下，我们召开了股灾与资本市场制度建设的讨论会，数十名在金融领域工作的各地北大校友齐聚上海，进行了热情和踊跃的发言，高善...,016,retained_exact,7b920f6cd9c2969a6cd0ff6d7eac78c38ed37dad25ba50fb8c41b2951ee4690c,ba1e39dd587ed77ccab96743b8957855a63962355e86c68f36310b0d39237ed8,1.00000000,0,0,0
