article_id,title,category_display,internal_type,epub_xhtml,filename_date,display_date,date_precision,reading_minutes,excerpt,non_ws_chars,cjk_chars,heading_count_h2_h6,table_count,chart_table_count,image_reference_count,unique_image_file_count,footnote_reference_count
142,中美贸易战影响如何？,贸易、国际收支与全球经济,analysis,OEBPS/text/article-142-analysis-2018-09-30-cf40-2946.xhtml,2018-09-30,2018-09-30,day,8,讨论贸易战对金融市场的影响，在定量分析上最大的困难在于，我们无法知道如果没有贸易战，金融市场会是怎样。我们无法做出反事实的检验，所以不能清晰地知道贸易战的影响多大。从我们作为参与者的角度观察，今年以来发生了一系列对金...,5540,4829,0,0,0,6,6,0
143,外需走弱内需疲软，水泥强势值得关注,贸易、国际收支与全球经济,analysis,OEBPS/text/article-143-analysis-2018-11-22-cf40-2986.xhtml,2018-11-22,2018-11-22,day,5,10月工业增加值同比5.9%，从6月以来连续五个月在6%左右，体现经济较为平稳。供改组生产的持续扩大和非供改组的下降形成明显的对冲，目前供改组的工业增速已经高于非供改组的工业增速。,2845,2469,0,0,0,21,21,0
144,进出口走势不容乐观，托底政策将持续出台,贸易、国际收支与全球经济,analysis,OEBPS/text/article-144-analysis-2019-01-15-cf40-3022.xhtml,2019-01-15,2019-01-15,day,2,进出口同比自11月双双下行以来，12月继续大幅下跌。以美元计价，出口同比由10月的14.3%大幅下降至-4.4%，进口同比由10月的-0.4%大幅下降至-27.9%。观察2000年来的外贸数据，进出口增速在近两个月的...,798,624,0,0,0,6,6,0
145,静水深流,贸易、国际收支与全球经济,analysis,OEBPS/text/article-145-analysis-2019-05-29-1awyt7m.xhtml,2019-05-29,2019-05-29,day,15,本文讨论了三个方面的内容：在贸易战部分，我们估算了贸易战的影响程度，发现去年6月份以来市场开始逐步吸收贸易战的影响。经过接近一年时间的反复，目前贸易战的影响在权益市场可能已经得到比较充分的吸收。投资者似乎认为中美贸易...,7717,6534,0,22,22,22,22,2
146,贸易战对实体经济的影响如何,贸易、国际收支与全球经济,analysis,OEBPS/text/article-146-analysis-2019-08-23-cf40-3162.xhtml,2019-08-23,2019-08-23,day,2,随着中美贸易战的常态化，年初以来中国整体的出口增速出现明确下滑，其中中国对美出口下滑显著，而与此同时中国对日本、欧盟、越南、菲律宾的出口逐步上升，合并来看，全球贸易中中国出口的份额保持平稳。,1241,1130,0,0,0,3,3,0
147,让历史照亮未来,贸易、国际收支与全球经济,analysis,OEBPS/text/article-147-analysis-2019-11-10-cf40-3210.xhtml,2019-11-10,2019-11-10,day,3,很荣幸在此与大家讨论如此重要而又难解的话题——如何更好地处理中美贸易争端。,1694,1516,0,0,0,0,0,0
148,吹尽狂沙始到金,贸易、国际收支与全球经济,analysis,OEBPS/text/article-148-analysis-2022-07-02-q66d6x.xhtml,2022-07-02,2022-07-02,day,28,A股市场的历次大幅下跌，通常是流动性紧缩与盈利预期恶化相互作用的结果。而今年初至4月，在流动性总体平稳的环境下市场出现剧烈下跌。除了一些短期负面冲击因素之外，这一下跌反映出市场对长期经济增长前景的确定性和可见度产生了...,17267,12886,0,23,8,9,9,6
149,美国利率顶部依稀在望，全球经济或将步入衰退,贸易、国际收支与全球经济,analysis,OEBPS/text/article-149-analysis-2022-11-21-cf40-4191.xhtml,2022-11-21,2022-11-21,day,3,从近期的数据变化和金融市场的表现来观察，也许美国通货膨胀已经见顶，或者在非常近的将来就会见顶。在这样的背景下，美联储尽管会继续加息，但是利率的峰值可能依稀在望，也许就在5%-5.25%的区域。这一利率峰值可能会停留一...,1651,1483,0,0,0,0,0,0
150,贸易失衡的趋势性与周期性分析,贸易、国际收支与全球经济,analysis,OEBPS/text/article-150-analysis-2024-07-25-cf40-4777.xhtml,2024-07-25,2024-07-25,day,5,今年以来，中国贸易失衡的问题开始引起广泛讨论，尤其是该问题与产能过剩相关联，引起了一些国家的不安。,2937,2610,0,0,0,0,0,0
151,落实国资划转社保决策宜早不宜迟,财政、疫情及宏观应对,analysis,OEBPS/text/article-151-analysis-2019-09-28-cf40-3185.xhtml,2019-09-28,2019-09-28,day,3,近日相关研究结果显示：2028年，全国社会保障基金将出现收支缺口；2035年，社会保障基金的结余将会耗竭；2050年，社会保障基金的当期缺口将超过十万亿人民币。,1481,1346,0,0,0,0,0,0
152,新冠肺炎疫情对全球金融市场和国内实体经济的影响,财政、疫情及宏观应对,analysis,OEBPS/text/article-152-analysis-2020-02-29-cf40-3295.xhtml,2020-02-29,2020-02-29,day,11,新冠肺炎疫情对上至国民经济发展、下至黎民百姓生活都产生了冲击。结合新冠肺炎疫情的发展，我想主要从四个方面做一个探讨：,7590,6798,0,0,0,20,20,0
153,新冠疫情下的全球金融动荡,财政、疫情及宏观应对,analysis,OEBPS/text/article-153-analysis-2020-03-17-cf40-3306.xhtml,2020-03-17,2020-03-17,day,7,现在来看，疫情在中国爆发得最早，同时也控制得最好，目前中国的疫情基本上已经进入打扫战场的阶段。武汉以外的新增病例基本上源于境外输入，武汉病例也快速下降到个位数。看起来再有半个月的时间，国内新增病例可能基本上实现清零。,4603,4177,0,0,0,0,0,0
154,新冠疫情常态化如何影响经济运行——微观机理、数值估计与政策应对,财政、疫情及宏观应对,analysis,OEBPS/text/article-154-analysis-2020-06-14-cf40-3494.xhtml,2020-06-14,2020-06-14,day,8,今年年初爆发的新冠疫情，是过去一百年来最严重的全球性传染病，对全球经济形成了空前的冲击。,5572,4983,0,0,0,6,6,0
155,变局之中开新局,财政、疫情及宏观应对,analysis,OEBPS/text/article-155-analysis-2020-07-01-14dsh8z.xhtml,2020-07-01,2020-07-01,day,17,在经济恢复部分，我们强调，5月之前，经济回升主要的力量源于交易费用下降带来的均值修复。随着5月疫情相对彻底的控制，交易费用趋近于零、难以进一步下降，经济上行动能显著放缓，并开始转入重建新均衡的过程。这意味着商品销售和...,8854,7659,0,25,25,25,25,2
156,后疫情时代的经济与市场,财政、疫情及宏观应对,analysis,OEBPS/text/article-156-analysis-2020-07-09-1297y42.xhtml,2020-07-09,2020-07-09,day,7,疫情对经济活动产生了广泛而复杂的影响。尽管感染风险的大幅度下降促成了经济活动的V型反弹，但一些长期的结构性因素逐步凸显，其对经济增长总体上具有偏长期的负面影响，这些变化与政府的应对政策交织在一起，似乎形成了这样的宏观...,4235,3774,5,0,0,0,0,0
157,经济恢复现分化，政策干预需更有针对性,财政、疫情及宏观应对,analysis,OEBPS/text/article-157-analysis-2020-07-24-cf40-3520.xhtml,2020-07-24,2020-07-24,day,4,第一，从近日披露的二季度经济数据来看，我国工业生产部门经济快速恢复的过程已基本结束，经济活动整体稳定在略低于疫情之前的水平，限额以上社会消费品零售、固定资产投资等领域的数据也都表现出类似的特点。,2710,2434,0,0,0,6,6,0
158,守得云开见月明,财政、疫情及宏观应对,analysis,OEBPS/text/article-158-analysis-2021-01-14-1vn7z1z.xhtml,2021-01-14,2021-01-14,day,19,本文讨论了两个方面的内容，即新冠疫情下居民预防性储蓄行为的变化，以及面向2035年中国经济的长期增长前景。,10263,8702,0,20,17,18,18,2
159,疫情下经济恢复的几个特征事实,财政、疫情及宏观应对,analysis,OEBPS/text/article-159-analysis-2021-04-29-cf40-3744.xhtml,2021-04-29,2021-04-29,day,10,新冠肺炎疫情是过去100年以来人类社会所遭遇的最严重的流行病冲击，无论是对病毒本身的治疗，还是对经济活动的影响以及政府政策的应对，所有这些因素都存在巨大的不确定性。后来的发展表明，对于其中很多方面，我们最初的认识是非...,6444,5762,0,0,0,11,11,0
160,定向补贴是降低疤痕效应最有效方法,财政、疫情及宏观应对,analysis,OEBPS/text/article-160-analysis-2022-12-10-cf40-4313.xhtml,2022-12-10,2022-12-10,day,5,*提要：**严重的自然灾害和疫情冲击会给经济和社会带来长期的负面影响，这样的效应被称为疤痕效应，从德国易北河洪水的学术研究和现在美国的实际数据来看，及时的救助和补贴能够降低疤痕效应，对于灾后重建有很大的帮助。*,2930,2687,0,0,0,0,0,0
