chunk_id,article_id,title,date,thematic_category,chunk_index,section_path,primary_topic,topics,methodology_concepts,broad_observation_dimensions,exclusive_evidence_methods,non_ws_chars,overlap_non_ws_chars,prev_chunk_id,next_chunk_id,article_md,content_sha256
094-s007,094,青山遮不住 毕竟东流去,2020-09-14,资本市场与金融风险,7,三、通胀，还是通缩？,汇率与国际收支,汇率与国际收支;股票与资本市场;通胀与价格;企业盈利与资产负债表;消费收入与就业;疫情冲击与宏观应对;房地产与城市化;货币与流动性,国际与历史对标;广谱利率与流动性,国内国际与资本流动;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;多市场一致性,980,214,094-s006,094-s008,02_markdown_articles/094_2020-09-14_青山遮不住_毕竟东流去.md,46793e1ce30301203346cde72d77ff956b854d5239d215025a279a291f9f92e5
094-s008,094,青山遮不住 毕竟东流去,2020-09-14,资本市场与金融风险,8,三、通胀，还是通缩？,汇率与国际收支,汇率与国际收支;股票与资本市场;通胀与价格;企业盈利与资产负债表;消费收入与就业;疫情冲击与宏观应对;房地产与城市化;货币与流动性,国际与历史对标;广谱利率与流动性,国内国际与资本流动;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;多市场一致性,632,215,094-s007,094-s009,02_markdown_articles/094_2020-09-14_青山遮不住_毕竟东流去.md,2ca07d207f6773a6df064f76508bc2aff8d2d1089339d07728e2c4feef8336b9
094-s009,094,青山遮不住 毕竟东流去,2020-09-14,资本市场与金融风险,9,四、估值与泡沫,汇率与国际收支,汇率与国际收支;股票与资本市场;通胀与价格;企业盈利与资产负债表;消费收入与就业;疫情冲击与宏观应对;房地产与城市化;货币与流动性,国际与历史对标;广谱利率与流动性,国内国际与资本流动;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;多市场一致性,930,206,094-s008,094-s010,02_markdown_articles/094_2020-09-14_青山遮不住_毕竟东流去.md,3cec4e58d6b45b1c235e52e45fd6eb182ddc643918ff02e5efc9a7065c18148a
094-s010,094,青山遮不住 毕竟东流去,2020-09-14,资本市场与金融风险,10,四、估值与泡沫,汇率与国际收支,汇率与国际收支;股票与资本市场;通胀与价格;企业盈利与资产负债表;消费收入与就业;疫情冲击与宏观应对;房地产与城市化;货币与流动性,国际与历史对标;广谱利率与流动性,国内国际与资本流动;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;多市场一致性,426,207,094-s009,,02_markdown_articles/094_2020-09-14_青山遮不住_毕竟东流去.md,297a6cd9025f350c822f5c27994d3eeeed710ed76cadeadd9aed06edd54595d5
095-s001,095,2020年末的信用债风波是一个重要转折点,2021-01-17,资本市场与金融风险,1,正文,股票与资本市场,股票与资本市场;信用债务与金融风险;利率与债券市场;财政与地方政府,资产负债表分析,所有制与企业类型,横断面梯度;自然实验与制度冲击,914,0,,095-s002,02_markdown_articles/095_2021-01-17_2020年末的信用债风波是一个重要转折点.md,e826ee89df454c01dd39aef1498cdfb3333236956cc6a3d57259f9c4a4203fa6
095-s002,095,2020年末的信用债风波是一个重要转折点,2021-01-17,资本市场与金融风险,2,正文,股票与资本市场,股票与资本市场;信用债务与金融风险;利率与债券市场;财政与地方政府,资产负债表分析,所有制与企业类型,横断面梯度;自然实验与制度冲击,799,200,095-s001,,02_markdown_articles/095_2021-01-17_2020年末的信用债风波是一个重要转折点.md,306c4a0292c57e69b7dcbd1e4e94a046b542cebd656eadfb736cc4f72253ebd9
096-s001,096,关于当前经济和市场形势的几点看法,2022-02-07,资本市场与金融风险,1,正文,股票与资本市场,股票与资本市场;信用债务与金融风险;汇率与国际收支;财政与地方政府;房地产与城市化,资产负债表分析,主体资产负债表;国内国际与资本流动,会计与存量流量约束,909,0,,096-s002,02_markdown_articles/096_2022-02-07_关于当前经济和市场形势的几点看法.md,699ed4249707e168b4202dc490855f75976ebc7e9d7eddbaa45ea074afe6426d
096-s002,096,关于当前经济和市场形势的几点看法,2022-02-07,资本市场与金融风险,2,正文,股票与资本市场,股票与资本市场;信用债务与金融风险;汇率与国际收支;财政与地方政府;房地产与城市化,资产负债表分析,主体资产负债表;国内国际与资本流动,会计与存量流量约束,939,200,096-s001,096-s003,02_markdown_articles/096_2022-02-07_关于当前经济和市场形势的几点看法.md,1a10bb8034628fdae9f99b212c6ff348f8d6063e5c77c595febed013dbbd3a2e
096-s003,096,关于当前经济和市场形势的几点看法,2022-02-07,资本市场与金融风险,3,正文,股票与资本市场,股票与资本市场;信用债务与金融风险;汇率与国际收支;财政与地方政府;房地产与城市化,资产负债表分析,主体资产负债表;国内国际与资本流动,会计与存量流量约束,439,196,096-s002,,02_markdown_articles/096_2022-02-07_关于当前经济和市场形势的几点看法.md,41f6320ea0e50f634f8c6b317d5f1350ce6a6d959a6e08730d0b512f82de74ef
097-s001,097,中国影子银行兴起及其风险,,资本市场与金融风险,1,摘 要：,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,370,0,,097-s002,02_markdown_articles/097_中国影子银行兴起及其风险.md,fb530f763c7c7d0ba9fce81b00250a1ae4c22ba98214081ca7c6b8f896a0c33e
097-s002,097,中国影子银行兴起及其风险,,资本市场与金融风险,2,引言,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,350,200,097-s001,097-s003,02_markdown_articles/097_中国影子银行兴起及其风险.md,31775e8ca3c5d574cee1573b13f089023a86e7f677f4885a378b455478ca5030
097-s003,097,中国影子银行兴起及其风险,,资本市场与金融风险,3,一、中国影子银行体系的含义,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,342,215,097-s002,097-s004,02_markdown_articles/097_中国影子银行兴起及其风险.md,64b10932fc9c3b78a5c06364e9759dfee3affac3b536c2205fb22287c5aff17e
097-s004,097,中国影子银行兴起及其风险,,资本市场与金融风险,4,二、货币信用供应能力受限是重要宏观背景,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,1112,197,097-s003,097-s005,02_markdown_articles/097_中国影子银行兴起及其风险.md,186ef025b11e2eb2d2e8ff7a8dd9dd9f8ce0c01154f209b8b0ffdd989eedcfac
097-s005,097,中国影子银行兴起及其风险,,资本市场与金融风险,5,二、货币信用供应能力受限是重要宏观背景,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,821,203,097-s004,097-s006,02_markdown_articles/097_中国影子银行兴起及其风险.md,2d77653fb248eb38f9a1dc9e6fd44e0f9aa433abb05901f13a76c5700bc6da9d
097-s006,097,中国影子银行兴起及其风险,,资本市场与金融风险,6,三、近年商业银行表外融资业务的加速发展,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,918,215,097-s005,097-s007,02_markdown_articles/097_中国影子银行兴起及其风险.md,be737e8ed1a486981905d04f9333e5f43ce41b26c19583f730eb96dab590f13b
097-s007,097,中国影子银行兴起及其风险,,资本市场与金融风险,7,三、近年商业银行表外融资业务的加速发展,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,346,200,097-s006,097-s008,02_markdown_articles/097_中国影子银行兴起及其风险.md,c80e22b5f71cc29ace4249568ed6a4d45736879232f9985cc352ca952b51b196
097-s008,097,中国影子银行兴起及其风险,,资本市场与金融风险,8,四、影子银行规模的测算,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,836,202,097-s007,097-s009,02_markdown_articles/097_中国影子银行兴起及其风险.md,389e69bd404b415f7827f2f6ded50cd037ebc7843a018b11c2a604627086a900
097-s009,097,中国影子银行兴起及其风险,,资本市场与金融风险,9,四、影子银行规模的测算,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,459,202,097-s008,097-s010,02_markdown_articles/097_中国影子银行兴起及其风险.md,4b2e91cdd51227a6f699b71f01e31fe01d0f02d91fe51bac0a1ef48b69267d6f
097-s010,097,中国影子银行兴起及其风险,,资本市场与金融风险,10,五、企业部门资产负债表期限失配及其风险,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,1097,214,097-s009,097-s011,02_markdown_articles/097_中国影子银行兴起及其风险.md,9d79839266c70feb09956deb0c7c3df2c5cdf5b7f05f2768f5fea0c05afe86af
097-s011,097,中国影子银行兴起及其风险,,资本市场与金融风险,11,五、企业部门资产负债表期限失配及其风险,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,965,204,097-s010,097-s012,02_markdown_articles/097_中国影子银行兴起及其风险.md,a0c2c49f305e1e533af122ee46fa9bc5ccd3bedf6ef11c212c37676da7863d64
097-s012,097,中国影子银行兴起及其风险,,资本市场与金融风险,12,五、企业部门资产负债表期限失配及其风险,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,399,196,097-s011,097-s013,02_markdown_articles/097_中国影子银行兴起及其风险.md,6e61a3f2fbb29100e4f24a4fca3d19ff3b00c0569422a80cef976b8a210a9229
097-s013,097,中国影子银行兴起及其风险,,资本市场与金融风险,13,五、企业部门资产负债表期限失配及其风险 > 参考文献：,股票与资本市场,股票与资本市场;信用债务与金融风险;货币与流动性;利率与债券市场;企业盈利与资产负债表;金融制度与监管;汇率与国际收支;房地产与城市化,资产负债表分析;广谱利率与流动性,主体资产负债表;期限评级与信用层级,会计与存量流量约束;自然实验与制度冲击;横断面梯度,1232,202,097-s012,,02_markdown_articles/097_中国影子银行兴起及其风险.md,0fd37a3ab8ffddadc706c7710be97dd7eb240a74cdf0eb4320cf414c14487d56
098-s001,098,关于股灾与资本市场制度建设的讨论（下）,,资本市场与金融风险,1,正文,股票与资本市场,股票与资本市场;金融制度与监管;货币与流动性;研究方法与证据;财政与地方政府,国际与历史对标;广谱利率与流动性,主体资产负债表,自然实验与制度冲击,980,0,,098-s002,02_markdown_articles/098_关于股灾与资本市场制度建设的讨论(下).md,b5ac9f78283ede538eee0027fa4173d658d23b1b613c513b7317c7fd7d628c82
098-s002,098,关于股灾与资本市场制度建设的讨论（下）,,资本市场与金融风险,2,正文,股票与资本市场,股票与资本市场;金融制度与监管;货币与流动性;研究方法与证据;财政与地方政府,国际与历史对标;广谱利率与流动性,主体资产负债表,自然实验与制度冲击,927,208,098-s001,098-s003,02_markdown_articles/098_关于股灾与资本市场制度建设的讨论(下).md,0d98c9c29abeb8d15ffae3c732cc0550295b19fe6dce6c983c1d5a037f7de900
098-s003,098,关于股灾与资本市场制度建设的讨论（下）,,资本市场与金融风险,3,正文,股票与资本市场,股票与资本市场;金融制度与监管;货币与流动性;研究方法与证据;财政与地方政府,国际与历史对标;广谱利率与流动性,主体资产负债表,自然实验与制度冲击,908,215,098-s002,098-s004,02_markdown_articles/098_关于股灾与资本市场制度建设的讨论(下).md,4db4404c01fbcb9e90b548ba2fe75e89a01d758071e1d74b278304838c4833c2
098-s004,098,关于股灾与资本市场制度建设的讨论（下）,,资本市场与金融风险,4,正文,股票与资本市场,股票与资本市场;金融制度与监管;货币与流动性;研究方法与证据;财政与地方政府,国际与历史对标;广谱利率与流动性,主体资产负债表,自然实验与制度冲击,879,201,098-s003,098-s005,02_markdown_articles/098_关于股灾与资本市场制度建设的讨论(下).md,fdd58b89574a4621234b8aad482359d5b4297c8ac261710c0d66401fc2270130
098-s005,098,关于股灾与资本市场制度建设的讨论（下）,,资本市场与金融风险,5,方健：,股票与资本市场,股票与资本市场;金融制度与监管;货币与流动性;研究方法与证据;财政与地方政府,国际与历史对标;广谱利率与流动性,主体资产负债表,自然实验与制度冲击,1104,203,098-s004,098-s006,02_markdown_articles/098_关于股灾与资本市场制度建设的讨论(下).md,931cb02d7a5b7e9b0ceab30264ccd493e38b1d27a28906f392b0b2a5e2b3524b
098-s006,098,关于股灾与资本市场制度建设的讨论（下）,,资本市场与金融风险,6,方健：,股票与资本市场,股票与资本市场;金融制度与监管;货币与流动性;研究方法与证据;财政与地方政府,国际与历史对标;广谱利率与流动性,主体资产负债表,自然实验与制度冲击,1063,203,098-s005,098-s007,02_markdown_articles/098_关于股灾与资本市场制度建设的讨论(下).md,e652ba673a5ffecee02173a57994578efaf55f14d30c053087c4881574520c80
098-s007,098,关于股灾与资本市场制度建设的讨论（下）,,资本市场与金融风险,7,方健：,股票与资本市场,股票与资本市场;金融制度与监管;货币与流动性;研究方法与证据;财政与地方政府,国际与历史对标;广谱利率与流动性,主体资产负债表,自然实验与制度冲击,937,211,098-s006,098-s008,02_markdown_articles/098_关于股灾与资本市场制度建设的讨论(下).md,1c653234fff708ca6cb1b0a0692b2e14bce2b0b7c74bf4a7539b83f62dd84ae7
098-s008,098,关于股灾与资本市场制度建设的讨论（下）,,资本市场与金融风险,8,方健：,股票与资本市场,股票与资本市场;金融制度与监管;货币与流动性;研究方法与证据;财政与地方政府,国际与历史对标;广谱利率与流动性,主体资产负债表,自然实验与制度冲击,993,196,098-s007,098-s009,02_markdown_articles/098_关于股灾与资本市场制度建设的讨论(下).md,7dd678564936e0401c8bc4999846fb7438722d7e8caa18190ab156b9adc629a7
098-s009,098,关于股灾与资本市场制度建设的讨论（下）,,资本市场与金融风险,9,方健：,股票与资本市场,股票与资本市场;金融制度与监管;货币与流动性;研究方法与证据;财政与地方政府,国际与历史对标;广谱利率与流动性,主体资产负债表,自然实验与制度冲击,479,203,098-s008,,02_markdown_articles/098_关于股灾与资本市场制度建设的讨论(下).md,c61d5256117b99a40e6e4ec159521e1f53bcb5ef438bf7e38b52419bd785620e
099-s001,099,危机之下的结构调整与未来政策路径选择,2009-08-15,房地产、城市化与消费,1,正文,财政与地方政府,财政与地方政府;消费收入与就业;贸易与全球经济;房地产与城市化;货币与流动性;通胀与价格;潜在增长与人口,总量—结构拆分,国内国际与资本流动;主体资产负债表;所有制与企业类型,会计与存量流量约束,1008,0,,099-s002,02_markdown_articles/099_2009-08-15_危机之下的结构调整与未来政策路径选择.md,d5afb326437b7acf0a6fe48a7073bf94a358f8f29fd372fdd7e552e218bace11
099-s002,099,危机之下的结构调整与未来政策路径选择,2009-08-15,房地产、城市化与消费,2,正文,财政与地方政府,财政与地方政府;消费收入与就业;贸易与全球经济;房地产与城市化;货币与流动性;通胀与价格;潜在增长与人口,总量—结构拆分,国内国际与资本流动;主体资产负债表;所有制与企业类型,会计与存量流量约束,1018,210,099-s001,099-s003,02_markdown_articles/099_2009-08-15_危机之下的结构调整与未来政策路径选择.md,f991c814b95d467f6d5341cc85530ba8e079622996979448e999027f5465a230
099-s003,099,危机之下的结构调整与未来政策路径选择,2009-08-15,房地产、城市化与消费,3,正文,财政与地方政府,财政与地方政府;消费收入与就业;贸易与全球经济;房地产与城市化;货币与流动性;通胀与价格;潜在增长与人口,总量—结构拆分,国内国际与资本流动;主体资产负债表;所有制与企业类型,会计与存量流量约束,957,201,099-s002,099-s004,02_markdown_articles/099_2009-08-15_危机之下的结构调整与未来政策路径选择.md,8deaa56d33343fba6c9ccd6d436a339f354dfe6c4c36a7a50a2844b6df1c28ff
099-s004,099,危机之下的结构调整与未来政策路径选择,2009-08-15,房地产、城市化与消费,4,正文,财政与地方政府,财政与地方政府;消费收入与就业;贸易与全球经济;房地产与城市化;货币与流动性;通胀与价格;潜在增长与人口,总量—结构拆分,国内国际与资本流动;主体资产负债表;所有制与企业类型,会计与存量流量约束,923,209,099-s003,099-s005,02_markdown_articles/099_2009-08-15_危机之下的结构调整与未来政策路径选择.md,12c0bad23617857696bf539106c24c7495a03fcbe5ef7f4b47bf1b3093ddda20
099-s005,099,危机之下的结构调整与未来政策路径选择,2009-08-15,房地产、城市化与消费,5,正文,财政与地方政府,财政与地方政府;消费收入与就业;贸易与全球经济;房地产与城市化;货币与流动性;通胀与价格;潜在增长与人口,总量—结构拆分,国内国际与资本流动;主体资产负债表;所有制与企业类型,会计与存量流量约束,1178,210,099-s004,,02_markdown_articles/099_2009-08-15_危机之下的结构调整与未来政策路径选择.md,071f8574399d9c19c6434eacb593675c98e6f6d1bdc0aca695c43a7d93a17368
100-s001,100,房地产复苏和调控,2013-03-05,房地产、城市化与消费,1,内容提要,房地产与城市化,房地产与城市化;货币与流动性;增长与总需求;通胀与价格,广谱利率与流动性,地区与城市横断面;主体资产负债表,多市场一致性;时序与领先滞后,402,0,,100-s002,02_markdown_articles/100_2013-03-05_房地产复苏和调控.md,71a51b1b7635d2678929746f62d4962a28f42dee9f43c1d0627039ca704c6436
100-s002,100,房地产复苏和调控,2013-03-05,房地产、城市化与消费,2,内容提要,房地产与城市化,房地产与城市化;货币与流动性;增长与总需求;通胀与价格,广谱利率与流动性,地区与城市横断面;主体资产负债表,多市场一致性;时序与领先滞后,448,210,100-s001,100-s003,02_markdown_articles/100_2013-03-05_房地产复苏和调控.md,685ec1ca98f53836eb45e3dddc2126b7b29a592271e819e585d56589b8c1b064
100-s003,100,房地产复苏和调控,2013-03-05,房地产、城市化与消费,3,内容提要 > 1. 地产调控的影响评估,房地产与城市化,房地产与城市化;货币与流动性;增长与总需求;通胀与价格,广谱利率与流动性,地区与城市横断面;主体资产负债表,多市场一致性;时序与领先滞后,305,201,100-s002,100-s004,02_markdown_articles/100_2013-03-05_房地产复苏和调控.md,1f2cf3db6b8614d5ec92220132e00fbba13d52752330acb917fcb950b15618a1
100-s004,100,房地产复苏和调控,2013-03-05,房地产、城市化与消费,4,内容提要 > 2. 宏观条件驱动房地产市场,房地产与城市化,房地产与城市化;货币与流动性;增长与总需求;通胀与价格,广谱利率与流动性,地区与城市横断面;主体资产负债表,多市场一致性;时序与领先滞后,396,216,100-s003,100-s005,02_markdown_articles/100_2013-03-05_房地产复苏和调控.md,7b754e43efe489c95f8465cbec539ee35b5fa1c1dd892a10b84b6c0c0a9d7f68
100-s005,100,房地产复苏和调控,2013-03-05,房地产、城市化与消费,5,内容提要 > 3. 2013年房地产销售和投资评估,房地产与城市化,房地产与城市化;货币与流动性;增长与总需求;通胀与价格,广谱利率与流动性,地区与城市横断面;主体资产负债表,多市场一致性;时序与领先滞后,913,202,100-s004,100-s006,02_markdown_articles/100_2013-03-05_房地产复苏和调控.md,0729da4946cc88a79944e67aa71ee074438285bfa17fc1df196b019b2abf6507
100-s006,100,房地产复苏和调控,2013-03-05,房地产、城市化与消费,6,内容提要 > 4. 区域分化和刚需特点,房地产与城市化,房地产与城市化;货币与流动性;增长与总需求;通胀与价格,广谱利率与流动性,地区与城市横断面;主体资产负债表,多市场一致性;时序与领先滞后,845,216,100-s005,,02_markdown_articles/100_2013-03-05_房地产复苏和调控.md,89e7236a984d8de12d9c4d70139e04055fb2203b35e968bb5715dcb85f56215d
101-s001,101,中国房地产市场正在去泡沫化,2014-07-05,房地产、城市化与消费,1,正文,房地产与城市化,房地产与城市化;企业盈利与资产负债表;信用债务与金融风险,资产负债表分析,主体资产负债表;地区与城市横断面,时序与领先滞后,952,0,,101-s002,02_markdown_articles/101_2014-07-05_中国房地产市场正在去泡沫化.md,d1f0630ff5f4d456076b2473909f1eb10d11cf8d5fb585fe176a8b5c80a2a4ee
101-s002,101,中国房地产市场正在去泡沫化,2014-07-05,房地产、城市化与消费,2,正文,房地产与城市化,房地产与城市化;企业盈利与资产负债表;信用债务与金融风险,资产负债表分析,主体资产负债表;地区与城市横断面,时序与领先滞后,972,205,101-s001,101-s003,02_markdown_articles/101_2014-07-05_中国房地产市场正在去泡沫化.md,72d8e63703114ec2e0a40411435cab0ff1434e9b386b9d81d0392b2d7c258f7b
101-s003,101,中国房地产市场正在去泡沫化,2014-07-05,房地产、城市化与消费,3,正文,房地产与城市化,房地产与城市化;企业盈利与资产负债表;信用债务与金融风险,资产负债表分析,主体资产负债表;地区与城市横断面,时序与领先滞后,1109,199,101-s002,101-s004,02_markdown_articles/101_2014-07-05_中国房地产市场正在去泡沫化.md,695a11dc1b8c7b3d74eed749051b57cf4487c92b22ca4fefc03b8fe172e0bb64
101-s004,101,中国房地产市场正在去泡沫化,2014-07-05,房地产、城市化与消费,4,正文,房地产与城市化,房地产与城市化;企业盈利与资产负债表;信用债务与金融风险,资产负债表分析,主体资产负债表;地区与城市横断面,时序与领先滞后,1038,214,101-s003,,02_markdown_articles/101_2014-07-05_中国房地产市场正在去泡沫化.md,9adaa703f90540aad28f48beb62eeb7641f44c9f349a3455e77c6c0a730b9e80
102-s001,102,盈虚之有时,2014-07-07,房地产、城市化与消费,1,内容提要,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,313,0,,102-s002,02_markdown_articles/102_2014-07-07_盈虚之有时.md,9d32c195086a894bd136f572c22e2f8ad4531063f32978d98cf78897f504b375
102-s002,102,盈虚之有时,2014-07-07,房地产、城市化与消费,2,内容提要,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,288,201,102-s001,102-s003,02_markdown_articles/102_2014-07-07_盈虚之有时.md,ddbe0cd6bf06b62914db19662a39f9085da8a0ca8255b3de87ec860e793bd7af
102-s003,102,盈虚之有时,2014-07-07,房地产、城市化与消费,3,目录,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,345,199,102-s002,102-s004,02_markdown_articles/102_2014-07-07_盈虚之有时.md,116f3b3b9087945954ae77d6d6aaf7fc9f804ee7a45a7a77eb56cefca75795a1
102-s004,102,盈虚之有时,2014-07-07,房地产、城市化与消费,4,一、前言,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,826,203,102-s003,102-s005,02_markdown_articles/102_2014-07-07_盈虚之有时.md,da924b071387ce3a57dd187215250c49bb93cdae7496ef04668328d23f5d7268
102-s005,102,盈虚之有时,2014-07-07,房地产、城市化与消费,5,二、出口恢复及其影响 > （一）全球经济进入恢复过程,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,347,210,102-s004,102-s006,02_markdown_articles/102_2014-07-07_盈虚之有时.md,051adb8667eed34ee64a65522b63fcdcb73a52c1e8ddca8ec786d0ee5323b5b8
102-s006,102,盈虚之有时,2014-07-07,房地产、城市化与消费,6,二、出口恢复及其影响 > （二）中国出口开始回暖,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,480,201,102-s005,102-s007,02_markdown_articles/102_2014-07-07_盈虚之有时.md,2dea23120e8773449e778a500da2161650805e26411c1f1f889b0640df63ae51
102-s007,102,盈虚之有时,2014-07-07,房地产、城市化与消费,7,二、出口恢复及其影响 > （三）生产资料价格筑底回升,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,713,194,102-s006,102-s008,02_markdown_articles/102_2014-07-07_盈虚之有时.md,3dd144cebb6e329991646ef3770759a1f42fd5e570ff027610c6886c1c723ef8
102-s008,102,盈虚之有时,2014-07-07,房地产、城市化与消费,8,二、出口恢复及其影响 > （四）企业盈利即将改善,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,354,201,102-s007,102-s009,02_markdown_articles/102_2014-07-07_盈虚之有时.md,e87897d253ee7d48caa8535d570d4da7cd2085e65748e021f45f5e3d12ebf928
102-s009,102,盈虚之有时,2014-07-07,房地产、城市化与消费,9,二、出口恢复及其影响 > （五）制造业企业投资最终可能恢复，但目前尚无迹象,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,673,211,102-s008,102-s010,02_markdown_articles/102_2014-07-07_盈虚之有时.md,ff97e94be7dd8c1ebf2c180257fbcf7d00f8d0265b3d882a66e189e0fe249374
102-s010,102,盈虚之有时,2014-07-07,房地产、城市化与消费,10,三、房地产市场与投资,房地产与城市化,房地产与城市化;产能库存与工业周期;贸易与全球经济;通胀与价格;企业盈利与资产负债表;产业升级与制造业;信用债务与金融风险;财政与地方政府,国际与历史对标,国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性,285,199,102-s009,102-s011,02_markdown_articles/102_2014-07-07_盈虚之有时.md,d5c8d41712eb90fd225ac1e8a387ffa380abe2f3cb809658cd329329de008bc4
